"DATE","TIME","C0ppb","CO_sd","Number","Other","Center"
2010-10-08,"18:00:01",141.753333333333,5.44029120191023,60,0,2010-10-08 18:29:31
2010-10-08,"19:00:01",152.841666666667,7.26333470751874,60,0,2010-10-08 19:29:31
2010-10-08,"20:00:01",167.753191489362,5.96715105949921,47,13,2010-10-08 20:36:01
2010-10-08,"21:00:01",179.815,8.69423781515324,60,0,2010-10-08 21:29:31
2010-10-08,"22:00:01",172.781666666667,5.58607504991446,60,0,2010-10-08 22:29:31
2010-10-08,"23:00:01",180.251666666667,6.50239829722997,60,0,2010-10-08 23:29:31
2010-10-09,"00:00:01",192.366666666667,9.60778348767806,48,12,2010-10-09 00:35:31
2010-10-09,"01:00:01",192.19,11.9094848968574,60,0,2010-10-09 01:29:31
2010-10-09,"02:00:01",190,5.28906771445929,60,0,2010-10-09 02:29:31
2010-10-09,"03:00:01",234.98,38.0762962876256,60,0,2010-10-09 03:29:31
2010-10-09,"04:00:01",287.133333333333,26.2420662613802,33,27,2010-10-09 04:34:22
2010-10-09,"05:00:01",336.296666666667,98.6653992322015,60,0,2010-10-09 05:29:31
2010-10-09,"06:00:01",282.971666666667,21.3304675202577,60,0,2010-10-09 06:29:31
2010-10-09,"07:00:01",322.881666666667,25.9242213270221,60,0,2010-10-09 07:29:31
2010-10-09,"08:00:01",247.948936170213,9.36758686248876,47,13,2010-10-09 08:36:01
2010-10-09,"09:00:01",239.268333333333,9.52652837805321,60,0,2010-10-09 09:29:31
2010-10-09,"10:00:01",220.66,5.39561026849526,60,0,2010-10-09 10:29:31
2010-10-09,"11:00:01",202.548333333333,7.30893327714226,60,0,2010-10-09 11:29:31
2010-10-09,"12:00:01",170.585106382979,4.1043973620774,47,13,2010-10-09 12:36:01
2010-10-09,"13:00:01",159.59,5.95746789574342,60,0,2010-10-09 13:29:31
2010-10-09,"14:00:01",150.283333333333,4.81886007572107,60,0,2010-10-09 14:29:31
2010-10-09,"15:00:01",139.641666666667,4.71299291956682,60,0,2010-10-09 15:29:31
2010-10-09,"16:00:01",141.889361702128,4.29069944853189,47,13,2010-10-09 16:36:01
2010-10-09,"17:00:01",148.956666666667,4.57533426274182,60,0,2010-10-09 17:29:31
2010-10-09,"18:00:01",165.711666666667,5.13033820098609,60,0,2010-10-09 18:29:31
2010-10-09,"19:00:01",181.765,6.23072825408645,60,0,2010-10-09 19:29:31
2010-10-09,"20:00:01",189.21914893617,5.69422431629562,47,13,2010-10-09 20:36:01
2010-10-09,"21:00:01",190.025,4.25232239637493,60,0,2010-10-09 21:29:31
2010-10-09,"22:00:01",195.77,5.16495032545394,60,0,2010-10-09 22:29:31
2010-10-09,"23:00:01",248.74,61.4907660147826,60,0,2010-10-09 23:29:31
2010-10-10,"00:00:01",263.040425531915,25.7530805213032,47,13,2010-10-10 00:36:01
2010-10-10,"01:00:01",278.641666666667,63.1144059186433,60,0,2010-10-10 01:29:31
2010-10-10,"02:00:01",267.195,9.83465724114712,60,0,2010-10-10 02:29:31
2010-10-10,"03:00:01",293.875555555556,25.346177366039,45,15,2010-10-10 03:26:41
2010-10-10,"04:00:01",335.912765957447,16.8793238199267,47,13,2010-10-10 04:36:01
2010-10-10,"05:00:01",420.045,40.2173477410188,60,0,2010-10-10 05:29:31
2010-10-10,"06:00:01",336.571666666667,60.1376897293927,60,0,2010-10-10 06:29:31
2010-10-10,"07:00:01",300.173333333333,17.0346891010186,60,0,2010-10-10 07:29:31
2010-10-10,"08:00:01",322.21914893617,16.1914985516135,47,13,2010-10-10 08:36:01
2010-10-10,"09:00:01",267.998333333333,21.6134726632481,60,0,2010-10-10 09:29:31
2010-10-10,"10:00:01",218.443333333333,14.4856020470903,60,0,2010-10-10 10:29:31
2010-10-10,"11:00:01",200.16,6.98662645005029,60,0,2010-10-10 11:29:31
2010-10-10,"12:00:01",180.934042553191,5.41380187057137,47,13,2010-10-10 12:36:01
2010-10-10,"13:00:01",173.196666666667,6.50110725032482,60,0,2010-10-10 13:29:31
2010-10-10,"14:00:01",163.928333333333,7.17434439611901,60,0,2010-10-10 14:29:31
2010-10-10,"15:00:01",152.576666666667,4.36575140276384,60,0,2010-10-10 15:29:31
2010-10-10,"16:00:01",158.972340425532,4.38017778712332,47,13,2010-10-10 16:36:01
2010-10-10,"17:00:01",159.216666666667,4.66265970023827,60,0,2010-10-10 17:29:31
2010-10-10,"18:00:01",165.986666666667,4.64099151689453,60,0,2010-10-10 18:29:31
2010-10-10,"19:00:01",181.993333333333,10.966078152945,60,0,2010-10-10 19:29:31
2010-10-10,"20:00:01",210.910638297872,6.9681646901416,47,13,2010-10-10 20:36:01
2010-10-10,"21:00:01",275.548333333333,29.5990064633227,60,0,2010-10-10 21:29:31
2010-10-10,"22:00:01",238.851666666667,19.0076121385365,60,0,2010-10-10 22:29:31
2010-10-10,"23:00:01",280.608333333333,15.871595902655,60,0,2010-10-10 23:29:31
2010-10-11,"00:00:01",284.391489361702,22.9895896079568,47,13,2010-10-11 00:36:01
2010-10-11,"01:00:01",283.925,21.6324820504032,60,0,2010-10-11 01:29:31
2010-10-11,"02:00:01",221.675555555556,16.0925753003669,45,15,2010-10-11 02:26:41
2010-10-11,"03:00:01",253.505,25.158766541671,60,0,2010-10-11 03:29:31
2010-10-11,"04:00:01",272.731914893617,11.4194172238223,47,13,2010-10-11 04:36:01
2010-10-11,"05:00:01",253.391666666667,12.3134939301711,60,0,2010-10-11 05:29:31
2010-10-11,"06:00:01",257.43,5.98566932666143,60,0,2010-10-11 06:29:31
2010-10-11,"07:00:01",290.728333333333,35.1986281111062,60,0,2010-10-11 07:29:31
2010-10-11,"08:00:01",331.191489361702,7.85955053995467,47,13,2010-10-11 08:36:01
2010-10-11,"09:00:01",328.678333333333,17.6774690617571,60,0,2010-10-11 09:29:31
2010-10-11,"10:00:01",264.541666666667,17.3894892437412,60,0,2010-10-11 10:29:31
2010-10-11,"11:00:01",202.711666666667,16.8560917084482,60,0,2010-10-11 11:29:31
2010-10-11,"12:00:01",178.563829787234,5.49855417881413,47,13,2010-10-11 12:36:01
2010-10-11,"13:00:01",181.178333333333,31.8607887784016,60,0,2010-10-11 13:29:31
2010-10-11,"14:00:01",171.536666666667,5.89762855721433,60,0,2010-10-11 14:29:31
2010-10-11,"15:00:01",155.691666666667,6.62545915688475,60,0,2010-10-11 15:29:31
2010-10-11,"16:00:01",163.944680851064,10.3254604805336,47,13,2010-10-11 16:36:01
2010-10-11,"17:00:01",164.073333333333,5.83600358576889,60,0,2010-10-11 17:29:31
2010-10-11,"18:00:01",186.43,15.5263286502615,60,0,2010-10-11 18:29:31
2010-10-11,"19:00:01",198.515,6.34699515185156,60,0,2010-10-11 19:29:31
2010-10-11,"20:00:01",195.4,3.9718027885715,47,13,2010-10-11 20:36:01
2010-10-11,"21:00:01",193.351666666667,6.57899821508748,60,0,2010-10-11 21:29:31
2010-10-11,"22:00:01",183.786666666667,4.33415550653207,60,0,2010-10-11 22:29:31
2010-10-11,"23:00:01",194.86,20.9141116903542,60,0,2010-10-11 23:29:31
2010-10-12,"00:00:01",248.676086956522,23.0742009350762,46,14,2010-10-12 00:36:28
2010-10-12,"01:00:01",248.757777777778,8.53589982711758,45,15,2010-10-12 01:26:41
2010-10-12,"02:00:01",237.721666666667,9.58024258683458,60,0,2010-10-12 02:29:31
2010-10-12,"03:00:01",263.281355932203,7.5434939900569,59,1,2010-10-12 03:29:01
2010-10-12,"04:00:01",295.31914893617,67.2453283921217,47,13,2010-10-12 04:36:01
2010-10-12,"05:00:01",342.183333333333,69.0232045645635,60,0,2010-10-12 05:29:31
2010-10-12,"06:00:01",319.355,36.5618418526887,60,0,2010-10-12 06:29:31
2010-10-12,"07:00:01",359.736666666667,43.6827932872719,60,0,2010-10-12 07:29:31
2010-10-12,"08:00:01",261.227659574468,11.5456316250226,47,13,2010-10-12 08:36:01
2010-10-12,"09:00:01",238.435,6.25421417248036,60,0,2010-10-12 09:29:31
2010-10-12,"10:00:01",223.191666666667,17.0408312408324,60,0,2010-10-12 10:29:31
2010-10-12,"11:00:01",208.015,8.98452200137661,60,0,2010-10-12 11:29:31
2010-10-12,"12:00:01",198.563829787234,8.13354368279676,47,13,2010-10-12 12:36:01
2010-10-12,"13:00:01",180.24,5.99791489193098,60,0,2010-10-12 13:29:31
2010-10-12,"14:00:01",182.608333333333,10.5229739249885,60,0,2010-10-12 14:29:31
2010-10-12,"15:00:01",171.772881355932,11.1257519003324,59,1,2010-10-12 15:29:01
2010-10-12,"16:00:01",181.410638297872,14.7129525018893,47,13,2010-10-12 16:36:01
2010-10-12,"17:00:01",271.516666666667,109.259205354983,60,0,2010-10-12 17:29:31
2010-10-12,"18:00:01",216.118333333333,29.4936907454003,60,0,2010-10-12 18:29:31
2010-10-12,"19:00:01",199.833333333333,15.6877655738657,60,0,2010-10-12 19:29:31
2010-10-12,"20:00:01",190.612765957447,3.68130512190378,47,13,2010-10-12 20:36:01
2010-10-12,"21:00:01",195.678333333333,6.5772873617889,60,0,2010-10-12 21:29:31
2010-10-12,"22:00:01",198.34,4.73265611452017,60,0,2010-10-12 22:29:31
2010-10-12,"23:00:01",198.348333333333,4.46134021311703,60,0,2010-10-12 23:29:31
2010-10-13,"00:00:01",237.31875,39.4018702478989,32,28,2010-10-13 00:35:04
2010-10-13,"01:00:01",305.251666666667,13.6608495612265,60,0,2010-10-13 01:29:31
2010-10-13,"02:00:01",259.033333333333,9.0843256079586,60,0,2010-10-13 02:29:31
2010-10-13,"03:00:01",299.868333333333,19.8088620098251,60,0,2010-10-13 03:29:31
2010-10-13,"04:00:01",325.61914893617,16.3372026541967,47,13,2010-10-13 04:36:01
2010-10-13,"05:00:01",318.286666666667,11.2240883011535,60,0,2010-10-13 05:29:31
2010-10-13,"06:00:01",345.8,46.1849304060336,60,0,2010-10-13 06:29:31
2010-10-13,"07:00:01",456.06,26.3143268317882,60,0,2010-10-13 07:29:31
2010-10-13,"08:00:01",406.402222222222,60.6233621667756,45,13,2010-10-13 08:35:15
2010-10-13,"09:00:01",308.240677966102,17.4878984625336,59,1,2010-10-13 09:29:51
2010-10-13,"10:00:01",255.556666666667,16.7415788764631,60,0,2010-10-13 10:29:31
2010-10-13,"11:00:01",203.375,10.3862135643068,60,0,2010-10-13 11:29:31
2010-10-13,"12:00:01",181.01914893617,5.56368810654417,47,13,2010-10-13 12:36:01
2010-10-13,"13:00:01",172.336666666667,6.42352579319327,60,0,2010-10-13 13:29:31
2010-10-13,"14:00:01",166.956666666667,7.74293262593169,60,0,2010-10-13 14:29:31
2010-10-13,"15:00:01",164.46,3.74257230492974,60,0,2010-10-13 15:29:31
2010-10-13,"16:00:01",161.508510638298,3.63861116524436,47,13,2010-10-13 16:36:01
2010-10-13,"17:00:01",164.621666666667,5.75479436575195,60,0,2010-10-13 17:29:31
2010-10-13,"18:00:01",168.798333333333,4.45822384891177,60,0,2010-10-13 18:29:31
2010-10-13,"19:00:01",202.743333333333,20.4202488959305,60,0,2010-10-13 19:29:31
2010-10-13,"20:00:01",232.182978723404,19.8259307490154,47,13,2010-10-13 20:36:01
2010-10-13,"21:00:01",229.491666666667,13.723075848164,60,0,2010-10-13 21:29:31
2010-10-13,"22:00:01",290.933333333333,36.2521006599602,60,0,2010-10-13 22:29:31
2010-10-13,"23:00:01",263.106666666667,8.75833109880893,45,15,2010-10-13 23:26:41
2010-10-14,"00:00:01",267.576595744681,8.38620017507949,47,13,2010-10-14 00:36:01
2010-10-14,"01:00:01",265.616666666667,12.9066947109468,60,0,2010-10-14 01:29:31
2010-10-14,"02:00:01",247.995,16.5803071366535,60,0,2010-10-14 02:29:31
2010-10-14,"03:00:01",312.888333333333,36.1967649629813,60,0,2010-10-14 03:29:31
2010-10-14,"04:00:01",366.817021276596,22.9014744080977,47,13,2010-10-14 04:36:01
2010-10-14,"05:00:01",332.68813559322,64.9987216976313,59,1,2010-10-14 05:29:20
2010-10-14,"06:00:01",310.705,34.9495298336504,60,0,2010-10-14 06:29:31
2010-10-14,"07:00:01",316.511666666667,35.6557271491001,60,0,2010-10-14 07:29:31
2010-10-14,"08:00:01",321.56170212766,64.3728492361408,47,13,2010-10-14 08:36:01
2010-10-14,"09:00:01",254.871666666667,46.4309222345198,60,0,2010-10-14 09:29:31
2010-10-14,"10:00:01",264.14,28.1534126540247,60,0,2010-10-14 10:29:31
2010-10-14,"11:00:01",355.976666666667,17.9548337919674,60,0,2010-10-14 11:29:31
2010-10-14,"12:00:01",310.070212765957,22.4384851353904,47,13,2010-10-14 12:36:01
2010-10-14,"13:00:01",261.265,18.4119142064524,60,0,2010-10-14 13:29:31
2010-10-14,"14:00:01",213.143333333333,18.3541097477586,60,0,2010-10-14 14:29:31
2010-10-14,"15:00:01",183.876666666667,7.53431397047201,60,0,2010-10-14 15:29:31
2010-10-14,"16:00:01",191.123404255319,19.2185735882715,47,13,2010-10-14 16:36:01
2010-10-14,"17:00:01",189.92,6.90506569146086,60,0,2010-10-14 17:29:31
2010-10-14,"18:00:01",196.071666666667,4.73938033805059,60,0,2010-10-14 18:29:31
2010-10-14,"19:00:01",197.79,6.00239217849074,60,0,2010-10-14 19:29:31
2010-10-14,"20:00:01",315.70625,41.7852738299338,48,12,2010-10-14 20:35:16
2010-10-14,"21:00:01",232.416666666667,31.4020196190976,60,0,2010-10-14 21:29:31
2010-10-14,"22:00:01",218.831111111111,10.6402926784383,45,15,2010-10-14 22:26:41
2010-10-14,"23:00:01",239.251666666667,5.83892524550528,60,0,2010-10-14 23:29:31
2010-10-15,"00:00:01",244.98085106383,7.76650103910244,47,13,2010-10-15 00:36:01
2010-10-15,"01:00:01",231.978333333333,6.13271559465884,60,0,2010-10-15 01:29:31
2010-10-15,"02:00:01",237.915,5.62177440472554,60,0,2010-10-15 02:29:31
2010-10-15,"03:00:01",334.74,60.1199963913979,60,0,2010-10-15 03:29:31
2010-10-15,"04:00:01",347.23829787234,18.3925972016566,47,13,2010-10-15 04:36:01
2010-10-15,"05:00:01",334.166666666667,74.599407153268,57,3,2010-10-15 05:30:32
2010-10-15,"06:00:01",327.493333333333,52.5955752043216,60,0,2010-10-15 06:29:31
2010-10-15,"07:00:01",332.65,58.0177894986106,60,0,2010-10-15 07:29:31
2010-10-15,"08:00:01",244.948936170213,13.5180052609461,47,13,2010-10-15 08:36:01
2010-10-15,"09:00:01",231.993333333333,12.7805581516093,60,0,2010-10-15 09:29:31
2010-10-15,"10:00:01",210.523333333333,9.52172122786857,60,0,2010-10-15 10:29:31
2010-10-15,"11:00:01",210.988333333333,17.5070357930715,60,0,2010-10-15 11:29:31
2010-10-15,"12:00:01",210.38085106383,12.3379520233104,47,13,2010-10-15 12:36:01
2010-10-15,"13:00:01",200.74,19.2738181945511,60,0,2010-10-15 13:29:31
2010-10-15,"14:00:01",173.94,27.1996335967345,60,0,2010-10-15 14:29:31
2010-10-15,"15:00:01",144.73,6.44894683295166,60,0,2010-10-15 15:29:31
2010-10-15,"16:00:01",155.493617021277,6.53909328428442,47,13,2010-10-15 16:36:01
2010-10-15,"17:00:01",156.298333333333,5.72551505096878,60,0,2010-10-15 17:29:31
2010-10-15,"18:00:01",187.755,7.18570674018445,60,0,2010-10-15 18:29:31
2010-10-15,"19:00:01",231.526666666667,17.3196456168648,60,0,2010-10-15 19:29:31
2010-10-15,"20:00:01",244.665217391304,3.0954602882504,46,14,2010-10-15 20:36:29
2010-10-15,"21:00:01",248.371111111111,6.25331265745758,45,15,2010-10-15 21:26:41
2010-10-15,"22:00:01",252.463333333333,6.50960090595439,60,0,2010-10-15 22:29:31
2010-10-15,"23:00:01",239.193333333333,4.75547380115234,60,0,2010-10-15 23:29:31
2010-10-16,"00:00:01",237.076595744681,6.12830967424621,47,13,2010-10-16 00:36:01
2010-10-16,"01:00:01",237.788333333333,7.01818682621684,60,0,2010-10-16 01:29:31
2010-10-16,"02:00:01",226.781666666667,7.67148565079773,60,0,2010-10-16 02:29:31
2010-10-16,"03:00:01",242.136666666667,10.0478847873851,60,0,2010-10-16 03:29:31
2010-10-16,"04:00:01",246.402127659574,6.61538027963762,47,13,2010-10-16 04:36:01
2010-10-16,"05:00:01",222.156666666667,11.4159176215162,60,0,2010-10-16 05:29:31
2010-10-16,"06:00:01",223.726666666667,8.69827309310647,60,0,2010-10-16 06:29:31
2010-10-16,"07:00:01",228.378333333333,14.5697747463093,60,0,2010-10-16 07:29:31
2010-10-16,"08:00:01",230.245833333333,11.5336502744137,48,12,2010-10-16 08:35:31
2010-10-16,"09:00:01",207.628333333333,11.4007595891256,60,0,2010-10-16 09:29:31
2010-10-16,"10:00:01",179.858333333333,5.59813200281165,60,0,2010-10-16 10:29:31
2010-10-16,"11:00:01",167.071666666667,5.7112464627428,60,0,2010-10-16 11:29:31
2010-10-16,"12:00:01",139.657446808511,5.93807700833289,47,13,2010-10-16 12:36:01
2010-10-16,"13:00:01",129.983333333333,3.38827322986591,60,0,2010-10-16 13:29:31
2010-10-16,"14:00:01",129.79,5.53976992730363,60,0,2010-10-16 14:29:31
2010-10-16,"15:00:01",138.598333333333,5.09837101490758,60,0,2010-10-16 15:29:31
2010-10-16,"16:00:01",138.148936170213,8.34518534299153,47,13,2010-10-16 16:36:01
2010-10-16,"17:00:01",127.846666666667,4.32491664137036,60,0,2010-10-16 17:29:31
2010-10-16,"18:00:01",150.14,8.80372032298981,60,0,2010-10-16 18:29:31
2010-10-16,"19:00:01",163.96,5.47066754517495,60,0,2010-10-16 19:29:31
2010-10-16,"20:00:01",180.025,8.99799260767322,32,28,2010-10-16 20:35:04
2010-10-16,"21:00:01",180.39,6.49063732474369,60,0,2010-10-16 21:29:31
2010-10-16,"22:00:01",197.81,5.71802680200737,60,0,2010-10-16 22:29:31
2010-10-16,"23:00:01",202.218333333333,5.69747168626745,60,0,2010-10-16 23:29:31
2010-10-17,"00:00:01",202.285106382979,5.611633053926,47,13,2010-10-17 00:36:01
2010-10-17,"01:00:01",176.106666666667,7.30488266397642,60,0,2010-10-17 01:29:31
2010-10-17,"02:00:01",173.438333333333,3.40821995722637,60,0,2010-10-17 02:29:31
2010-10-17,"03:00:01",195.495,14.6663852374129,60,0,2010-10-17 03:29:31
2010-10-17,"04:00:01",207.802127659574,7.40943843913618,47,13,2010-10-17 04:36:01
2010-10-17,"05:00:01",185.693333333333,11.5278125972292,60,0,2010-10-17 05:29:31
2010-10-17,"06:00:01",171.55,8.30171515870493,60,0,2010-10-17 06:29:31
2010-10-17,"07:00:01",173.488333333333,10.366194922687,60,0,2010-10-17 07:29:31
2010-10-17,"08:00:01",164.317021276596,3.78287440452456,47,13,2010-10-17 08:36:01
2010-10-17,"09:00:01",168.458333333333,7.85179007262884,60,0,2010-10-17 09:29:31
2010-10-17,"10:00:01",160.591666666667,3.32312348815299,60,0,2010-10-17 10:29:31
2010-10-17,"11:00:01",161.385,4.60430251991713,60,0,2010-10-17 11:29:31
2010-10-17,"12:00:01",165.025531914894,9.67975179535154,47,13,2010-10-17 12:36:01
2010-10-17,"13:00:01",152.488333333333,12.836812684113,60,0,2010-10-17 13:29:31
2010-10-17,"14:00:01",171.283333333333,6.65977468613289,60,0,2010-10-17 14:29:31
2010-10-17,"15:00:01",147.93,9.097928615061,60,0,2010-10-17 15:29:31
2010-10-17,"16:00:01",147.329787234043,10.7045686080375,47,13,2010-10-17 16:36:01
2010-10-17,"17:00:01",156.913333333333,7.22257446627613,60,0,2010-10-17 17:29:31
2010-10-17,"18:00:01",174.663333333333,5.33888729176073,60,0,2010-10-17 18:29:31
2010-10-17,"19:00:01",175.453333333333,8.83630424596577,45,15,2010-10-17 19:26:41
2010-10-17,"20:00:01",168.187234042553,7.39008198522731,47,13,2010-10-17 20:36:01
2010-10-17,"21:00:01",180.501666666667,12.4862160158905,60,0,2010-10-17 21:29:31
2010-10-17,"22:00:01",192.633333333333,7.31410679386693,60,0,2010-10-17 22:29:31
2010-10-17,"23:00:01",199.123333333333,8.27324392072127,60,0,2010-10-17 23:29:31
2010-10-18,"00:00:01",183.802127659574,3.70202584737777,47,13,2010-10-18 00:36:01
2010-10-18,"01:00:01",184.271666666667,7.53806367410108,60,0,2010-10-18 01:29:31
2010-10-18,"02:00:01",201.366666666667,4.54673161310209,60,0,2010-10-18 02:29:31
2010-10-18,"03:00:01",220.241666666667,18.4744192511339,60,0,2010-10-18 03:29:31
2010-10-18,"04:00:01",231.834042553191,7.18652956687309,47,13,2010-10-18 04:36:01
2010-10-18,"05:00:01",211.951666666667,7.53262939813964,60,0,2010-10-18 05:29:31
2010-10-18,"06:00:01",187.573333333333,6.00471189748113,60,0,2010-10-18 06:29:31
2010-10-18,"07:00:01",192.228333333333,9.31226804587325,60,0,2010-10-18 07:29:31
2010-10-18,"08:00:01",183.121276595745,5.50422510323198,47,13,2010-10-18 08:36:01
2010-10-18,"09:00:01",182.228333333333,7.6573901751044,60,0,2010-10-18 09:29:31
2010-10-18,"10:00:01",178.415,6.82236663047933,60,0,2010-10-18 10:29:31
2010-10-18,"11:00:01",174.878333333333,7.66152818465701,60,0,2010-10-18 11:29:31
2010-10-18,"12:00:01",166.576595744681,6.1727033316029,47,13,2010-10-18 12:36:01
2010-10-18,"13:00:01",160.506666666667,5.66502402246815,60,0,2010-10-18 13:29:31
2010-10-18,"14:00:01",150.213333333333,8.21745695881983,60,0,2010-10-18 14:29:31
2010-10-18,"15:00:01",145.895,12.8803808897255,60,0,2010-10-18 15:29:31
2010-10-18,"16:00:01",139.459574468085,7.75159617712681,47,13,2010-10-18 16:36:01
2010-10-18,"17:00:01",151.213333333333,6.43155532937425,60,0,2010-10-18 17:29:31
2010-10-18,"18:00:01",156.106666666667,12.0466970199681,45,15,2010-10-18 18:26:41
2010-10-18,"19:00:01",171.612280701754,5.02987752532798,57,3,2010-10-18 19:29:46
2010-10-18,"20:00:01",169.393617021277,6.57453599802064,47,13,2010-10-18 20:36:01
2010-10-18,"21:00:01",182.355,7.79946597476555,60,0,2010-10-18 21:29:31
2010-10-18,"22:00:01",178.518333333333,8.02004885370527,60,0,2010-10-18 22:29:31
2010-10-18,"23:00:01",223.115,17.59807216907,60,0,2010-10-18 23:29:31
2010-10-19,"00:00:01",301.734042553192,15.5163346831057,47,13,2010-10-19 00:36:01
2010-10-19,"01:00:01",295.12,21.4220447203342,60,0,2010-10-19 01:29:31
2010-10-19,"02:00:01",265.235,6.82492503218279,60,0,2010-10-19 02:29:31
2010-10-19,"03:00:01",250.196666666667,7.55694689194542,60,0,2010-10-19 03:29:31
2010-10-19,"04:00:01",256.997872340426,9.99189866106106,47,13,2010-10-19 04:36:01
2010-10-19,"05:00:01",248.505,67.9809231092051,60,0,2010-10-19 05:29:31
2010-10-19,"06:00:01",279.146666666667,53.3829480381417,60,0,2010-10-19 06:29:31
2010-10-19,"07:00:01",301.286666666667,28.2859878269194,60,0,2010-10-19 07:29:31
2010-10-19,"08:00:01",247.460416666667,34.9459506045047,48,12,2010-10-19 08:35:31
2010-10-19,"09:00:01",190.776666666667,7.74689367307445,60,0,2010-10-19 09:29:31
2010-10-19,"10:00:01",172.933333333333,8.41513299222515,60,0,2010-10-19 10:29:31
2010-10-19,"11:00:01",171.153333333333,5.92216367545427,60,0,2010-10-19 11:29:31
2010-10-19,"12:00:01",164.38085106383,3.72679127038099,47,13,2010-10-19 12:36:01
2010-10-19,"13:00:01",166.52,5.69480286410486,60,0,2010-10-19 13:29:31
2010-10-19,"14:00:01",171.825,16.2343288189993,60,0,2010-10-19 14:29:31
2010-10-19,"15:00:01",163.245,6.69645555119666,60,0,2010-10-19 15:29:31
2010-10-19,"16:00:01",168.817021276596,10.2509240124114,47,13,2010-10-19 16:36:01
2010-10-19,"17:00:01",188.331111111111,20.153567496309,45,15,2010-10-19 17:26:41
2010-10-19,"18:00:01",180.37,8.01143885593424,60,0,2010-10-19 18:29:31
2010-10-19,"19:00:01",181.353333333333,12.0031558938651,60,0,2010-10-19 19:29:31
2010-10-19,"20:00:01",199.31914893617,8.62437491869442,47,13,2010-10-19 20:36:01
2010-10-19,"21:00:01",235.181666666667,25.1977298659121,60,0,2010-10-19 21:29:31
2010-10-19,"22:00:01",341.168333333333,73.5490162666049,60,0,2010-10-19 22:29:31
2010-10-19,"23:00:01",480.498333333333,15.829927584946,60,0,2010-10-19 23:29:31
2010-10-20,"00:00:01",368.3125,56.0502116267571,48,12,2010-10-20 00:35:31
2010-10-20,"01:00:01",276.05,9.19584467691978,60,0,2010-10-20 01:29:31
2010-10-20,"02:00:01",224.351666666667,16.7488678258062,60,0,2010-10-20 02:29:31
2010-10-20,"03:00:01",228.436666666667,9.28348208098785,60,0,2010-10-20 03:29:31
2010-10-20,"04:00:01",254.897872340426,9.00073642788291,47,13,2010-10-20 04:36:01
2010-10-20,"05:00:01",221.525,9.04464679206548,60,0,2010-10-20 05:29:31
2010-10-20,"06:00:01",243.826666666667,80.2466512668786,60,0,2010-10-20 06:29:31
2010-10-20,"07:00:01",344.33275862069,119.97978687647,58,2,2010-10-20 07:30:16
2010-10-20,"08:00:01",293.7,15.5464940826178,47,13,2010-10-20 08:36:01
2010-10-20,"09:00:01",211.268333333333,21.2412972541591,60,0,2010-10-20 09:29:31
2010-10-20,"10:00:01",155.626666666667,13.2551987455983,60,0,2010-10-20 10:29:31
2010-10-20,"11:00:01",125.618604651163,15.7598987157422,43,15,2010-10-20 11:28:14
2010-10-20,"12:00:01",121.578723404255,5.83191877478971,47,13,2010-10-20 12:36:01
2010-10-20,"13:00:01",127.113333333333,6.79572314822673,60,0,2010-10-20 13:29:31
2010-10-20,"14:00:01",126.515,10.6270812517927,60,0,2010-10-20 14:29:31
2010-10-20,"15:00:01",119.576666666667,7.06891899933852,60,0,2010-10-20 15:29:31
2010-10-20,"16:00:01",123.140625,8.74129463265246,32,28,2010-10-20 16:35:04
2010-10-20,"17:00:01",122.383333333333,16.202188245876,60,0,2010-10-20 17:29:31
2010-10-20,"18:00:01",185.753333333333,30.1440860021324,60,0,2010-10-20 18:29:31
2010-10-20,"19:00:01",187.536666666667,32.4232599426821,60,0,2010-10-20 19:29:31
2010-10-20,"20:00:01",198.948936170213,15.2253060559004,47,13,2010-10-20 20:36:01
2010-10-20,"21:00:01",201.34,5.09812860314815,60,0,2010-10-20 21:29:31
2010-10-20,"22:00:01",198.743333333333,5.20965097456981,60,0,2010-10-20 22:29:31
2010-10-20,"23:00:01",207.976666666667,8.19808507336051,60,0,2010-10-20 23:29:31
2010-10-21,"00:00:01",263.682978723404,13.9878568322816,47,13,2010-10-21 00:36:01
2010-10-21,"01:00:01",284.988333333333,10.9658188757529,60,0,2010-10-21 01:29:31
2010-10-21,"02:00:01",270.46,14.4873316956925,60,0,2010-10-21 02:29:31
2010-10-21,"03:00:01",248.99,11.0497442258917,60,0,2010-10-21 03:29:31
2010-10-21,"04:00:01",249.851063829787,5.16395838819095,47,13,2010-10-21 04:36:01
2010-10-21,"05:00:01",208.111666666667,14.6069764115304,60,0,2010-10-21 05:29:31
2010-10-21,"06:00:01",177.611666666667,5.44457720157909,60,0,2010-10-21 06:29:31
2010-10-21,"07:00:01",178.866666666667,3.26365016957678,60,0,2010-10-21 07:29:31
2010-10-21,"08:00:01",166.934042553191,6.99969802441023,47,13,2010-10-21 08:36:01
2010-10-21,"09:00:01",157.376666666667,6.14600232938195,60,0,2010-10-21 09:29:31
2010-10-21,"10:00:01",154.956666666667,4.23033302638508,60,0,2010-10-21 10:29:31
2010-10-21,"11:00:01",156.411666666667,3.66310471570116,60,0,2010-10-21 11:29:31
2010-10-21,"12:00:01",156.423404255319,4.10658076146279,47,13,2010-10-21 12:36:01
2010-10-21,"13:00:01",149.376271186441,6.18352480060303,59,1,2010-10-21 13:29:52
